"","video","Bias","positive","negative","sentiment","lgpp","nrc_el","topic"
"290031","mbNjPrndfV8","",20,8,"positive","CULTURE","anticipation","society"
"290032","mbPAZF6O19k","R",NA,NA,NA,NA,NA,NA
"290334","mbYIULgIqTQ","",90,28,"positive","VALUES","joy","politics"
"290335","mbZwS4axbeg","",NA,NA,NA,NA,NA,NA
"290336","mb_GEjE_msI","L",47,23,"positive","CULTURE","joy","economy"
"290366","mbsgpcLkcCc","RC",NA,NA,NA,NA,NA,NA
"290367","mbsv7cJsJxM","",29,23,"positive","CULTURE","joy","economy"
"290369","mc0HQ9IEwng","",376,179,"positive","INSTITUTIONS","sadness","politics"
"290376","mc4vNEj49NU","",NA,NA,NA,NA,NA,NA
"290377","mc7_GzMOodY","L",NA,NA,NA,NA,NA,NA
"290380","mc8Ki0_yzWA","",NA,NA,NA,NA,NA,NA
"290381","mcC1SB2tXmY","LC",125,97,"positive","ECONOMY","trust","politics"
"290407","mcCJCGFEZ2A","",35,16,"positive","URBAN","joy","society"
"290414","mcPSRWUYCv0","",NA,NA,NA,NA,NA,NA
"290415","mcQWMHYCrO8","",NA,NA,NA,NA,NA,NA
"290416","mcQfHiuJf6M","",NA,NA,NA,NA,NA,NA
"290417","mcUpeaSX8BE","",NA,NA,NA,NA,NA,NA
"290419","mcX2WFoUUKM","C",111,61,"positive","ENVIRONMENT","negative","society"
"290420","mc_ccH0xvJw","LC",226,51,"positive","RURAL","surprise","diplomacy"
"290443","mcasr5W5bOw","LC",NA,NA,NA,NA,NA,NA
"290444","mcb8yhycZR0","",NA,NA,NA,NA,NA,NA
"290445","mccoBBf0VDM","",NA,NA,NA,NA,NA,NA
"290451","mctn16hLzhg","",72,23,"positive","URBAN","joy","society"
"290452","mcxdNofZshc","",57,45,"positive","RURAL","negative","military"
"290453","mczdJenc07A","",NA,NA,NA,NA,NA,NA
"290455","md68cIq-I4g","LC",66,25,"positive","URBAN","joy","society"
"290464","md6_WfF9Ky0","",NA,NA,NA,NA,NA,NA
"290465","md6monZNfyQ","C",187,29,"positive","ECONOMY","positive","economy"
"290466","md8T585pJ2s","",NA,NA,NA,NA,NA,NA
"290467","mdBdGiCbveM","",NA,NA,NA,NA,NA,NA
"290468","mdE5dMwUws0","",38,6,"positive","ECONOMY","trust","economy"
"290469","mdJStrJ5t9g","",NA,NA,NA,NA,NA,NA
"290470","mdMoLPXZrpI","",256,84,"positive","RURAL","surprise","society"
"290472","mdQ7qLF2HGU","",NA,NA,NA,NA,NA,NA
"290473","mdSrbgCDrFs","",9,12,"negative","CULTURE","fear","economy"
"290474","mdTv3V4ALzg","",61,9,"positive","CULTURE","disgust","diplomacy"
"290475","mdekB1fkHiw","",45,25,"positive","GROUPS","surprise","economy"
"290476","mdsChhW056A","",542,227,"positive","URBAN","surprise","diplomacy"
"290478","mdyx5BrBvYk","",934,439,"positive","URBAN","sadness","society"
"290479","me4FqdrmVBs","LC",65,71,"negative","LAW_AND_ORDER","anger","military"
"290480","me6WhwmQjT0","",27,14,"positive","CULTURE","negative","society"
"290481","meAKQs0_srM","",NA,NA,NA,NA,NA,NA
"290482","meHVNJ5Y05g","C",87,73,"positive","LAW_AND_ORDER","negative","military"
"290483","meKRua8UJSo","",49,20,"positive","ENVIRONMENT","disgust","diplomacy"
"290617","meL1oLnOyoY","LC",NA,NA,NA,NA,NA,NA
"290618","meRv4nR2uH8","LC",NA,NA,NA,NA,NA,NA
"290620","meTZP4eFDfY","",13,10,"positive","RURAL","negative","military"
"290621","me_XVm5lXso","",123,68,"positive","VALUES","joy","politics"
"290622","megxOB3eJrg","",NA,NA,NA,NA,NA,NA
"290624","mei63AKPgn4","",659,196,"positive","URBAN","surprise","society"
"290625","melRO1z39rI","",218,167,"positive","ENVIRONMENT","disgust","diplomacy"
"290627","meuNS3HeM-k","C",105,48,"positive","CULTURE","anticipation","economy"
"290631","mevWgPIIVhc","",NA,NA,NA,NA,NA,NA
"290632","mevsp1L5gjY","",142,29,"positive","ECONOMY","trust","politics"
"290635","mf-6vEoTZZY","",60,26,"positive","GROUPS","joy","military"
"290636","mfE9TUVC6D4","",NA,NA,NA,NA,NA,NA
"290637","mfEOok17Lko","",NA,NA,NA,NA,NA,NA
"290639","mfMGuEfL808","",634,438,"positive","ENVIRONMENT","sadness","society"
"290640","mfT-UZCA6Tg","",NA,NA,NA,NA,NA,NA
"290641","mfXGpVi-YRs","C",76,104,"negative","INSTITUTIONS","negative","politics"
"290644","mfjGmBVAL-o","",NA,NA,NA,NA,NA,NA
"290727","mfm_UwFv_IU","LC",NA,NA,NA,NA,NA,NA
"290728","mfrOlFHEKzc","",NA,NA,NA,NA,NA,NA
"290729","mfsVEW0WF-Y","",67,68,"negative","INSTITUTIONS","anger","politics"
"290731","mfsX5UOCGkI","",189,50,"positive","RURAL","fear","military"
"290739","mftpB_qbN1I","",531,169,"positive","RURAL","joy","military"
"290750","mg0i7L_FFLw","",185,167,"positive","LAW_AND_ORDER","fear","military"
"290751","mg2-sHUUVis","LC",NA,NA,NA,NA,NA,NA
"290753","mg2eBhGB3T8","",101,47,"positive","ENVIRONMENT","disgust","society"
"290761","mg6RwrVrRm4","LC",99,55,"positive","LAW_AND_ORDER","negative","military"
"290780","mg7FweYjasE","",NA,NA,NA,NA,NA,NA
"290782","mg92GAd2kac","",NA,NA,NA,NA,NA,NA
"290783","mgAw4Wy5SnM","LC",NA,NA,NA,NA,NA,NA
"290786","mgBs_W5CFnw","C",94,68,"positive","ENVIRONMENT","sadness","society"
"290787","mgDLUroviVE","",NA,NA,NA,NA,NA,NA
"290788","mgIHywlouhs","",2,0,"positive","GROUPS","anger","politics"
"290790","mgU1_69NPxU","",NA,NA,NA,NA,NA,NA
"290791","mgcTYRYmwd8","",NA,NA,NA,NA,NA,NA
"290792","mgdq6DOTU3M","",NA,NA,NA,NA,NA,NA
"290793","mghKOEx1_Hs","LC",322,196,"positive","INSTITUTIONS","trust","politics"
"290797","mgkKG2oGCgE","",77,48,"positive","GROUPS","joy","military"
"290798","mguboBVO9EY","",NA,NA,NA,NA,NA,NA
"290799","mgvjnxr6OCE","LC",39,51,"negative","LAW_AND_ORDER","sadness","politics"
"290800","mgw7M-JABMg","",64,14,"positive","LAW_AND_ORDER","negative","military"
"290802","mgxD4JgdMYY","",218,79,"positive","RURAL","anticipation","military"
"290807","mgz3i9Cl9U8","",113,34,"positive","CULTURE","joy","economy"
"290833","mh45igK4Esw","",258,184,"positive","ECONOMY","sadness","economy"
"290852","mh4qdiqu3QE","L",9,23,"negative","INSTITUTIONS","anger","politics"
"290853","mh8N_V6mhb8","",NA,NA,NA,NA,NA,NA
"290856","mhDNQ2rOQKw","LC",NA,NA,NA,NA,NA,NA
"290859","mhGA3WTs5zg","LC",304,151,"positive","LAW_AND_ORDER","fear","society"
"290893","mhHHNlj9W_Q","",NA,NA,NA,NA,NA,NA
"290898","mhPV58YV_Kk","LC",NA,NA,NA,NA,NA,NA
"290899","mhRujWQy5Tk","",261,222,"positive","VALUES","anger","economy"
"290902","mhVCGl-Huqg","",NA,NA,NA,NA,NA,NA
"290910","mhYCeBCCFbo","",NA,NA,NA,NA,NA,NA
"290912","mh_kCOCTxH8","L",NA,NA,NA,NA,NA,NA
"290913","mhhQgF5ew2o","",25,11,"positive","VALUES","joy","politics"
"290914","mhmgObKgf2g","",NA,NA,NA,NA,NA,NA
"290915","mhnHIwK9VDE","LC",NA,NA,NA,NA,NA,NA
"290916","mhtZOtzdPBo","LC",NA,NA,NA,NA,NA,NA
"290917","mhuE0DIvBvs","L",13,1,"positive","CULTURE","joy","economy"
"290918","mi-_VqYODLw","R",77,64,"positive","INSTITUTIONS","sadness","politics"
"290925","mi7pFfpWfyY","LC",157,91,"positive","LAW_AND_ORDER","sadness","politics"
"290927","miCqNfiPZFU","",25,3,"positive","CULTURE","joy","economy"
"290928","miEngVBrrIc","",NA,NA,NA,NA,NA,NA
"290930","miNLUllhY_A","",NA,NA,NA,NA,NA,NA
"290931","miPo8hyR8g4","",10,9,"positive","LAW_AND_ORDER","joy","military"
"290932","miUVVJ1Kj88","",243,132,"positive","URBAN","anticipation","military"
"290933","miYzI_bN9f0","",97,2,"positive","CULTURE","joy","economy"
"290934","mi_D_5NmI60","",NA,NA,NA,NA,NA,NA
"290935","mio16eBDgHI","",NA,NA,NA,NA,NA,NA
"290936","mioR_WrkRaU","",308,208,"positive","ENVIRONMENT","disgust","diplomacy"
"290993","mioqHOrv0BU","",NA,NA,NA,NA,NA,NA
"290994","miqgdXZG6bo","",1137,610,"positive","GROUPS","joy","economy"
"290998","miyo2NzTong","",NA,NA,NA,NA,NA,NA
"290999","mj1En1d-saQ","",NA,NA,NA,NA,NA,NA
"291000","mj2Gh-nTBaI","",NA,NA,NA,NA,NA,NA
"291001","mj2iSdBw4-0","",443,158,"positive","URBAN","negative","economy"
"291002","mj56Z-8OGBw","LC",NA,NA,NA,NA,NA,NA
"291003","mj5m_tz4Bjk","",145,321,"negative","INSTITUTIONS","disgust","diplomacy"
"291004","mjFDd1hFpuE","",NA,NA,NA,NA,NA,NA
"291005","mjNA5NWc2R0","",479,449,"positive","CULTURE","disgust","society"
"291006","mjQQEV2_Eo8","L",32,6,"positive","URBAN","surprise","society"
"291016","mjQwedC1WzI","",350,151,"positive","ENVIRONMENT","disgust","society"
"291026","mjUEIuxWn90","LC",131,109,"positive","VALUES","sadness","society"
"291030","mjZY73adL6A","",NA,NA,NA,NA,NA,NA
"291031","mjgHZo9wAzU","LC",43,8,"positive","CULTURE","joy","economy"
"291032","mjm7cWdpb-Q","",41,15,"positive","RURAL","anticipation","economy"
"291033","mjrdywp5nyE","",88,46,"positive","VALUES","joy","politics"
"291037","mjxRNGAQgmQ","",123,15,"positive","GROUPS","joy","military"
"291038","mk1DXwb-XbM","",NA,NA,NA,NA,NA,NA
"291039","mk2EgYYJ5C8","L",6,2,"positive","ECONOMY","trust","politics"
"291048","mk2z0Wd6TU4","R",49,41,"positive","GROUPS","anger","society"
"291082","mkAE36zn7CE","",7,11,"negative","VALUES","positive","politics"
"291083","mkG7M7wRvYI","",NA,NA,NA,NA,NA,NA
"291084","mkOK6uflh3M","",133,68,"positive","INSTITUTIONS","trust","politics"
"291086","mkPwEuflhKo","",NA,NA,NA,NA,NA,NA
"291087","mkSakVCq9tg","",10,2,"positive","GROUPS","joy","economy"
"291107","mkUWuNnGlnU","",165,96,"positive","ECONOMY","sadness","politics"
"291127","mkWqS2fx2x4","",NA,NA,NA,NA,NA,NA
"291129","mkYKF5hQQ6M","",35,0,"positive","VALUES","joy","economy"
"291130","mkfI7JK6FeQ","",430,316,"positive","LAW_AND_ORDER","negative","society"
"291132","mkhM_bOTUks","LC",62,22,"positive","URBAN","joy","society"
"291133","mkiqI1ousn8","LC",47,22,"positive","VALUES","joy","politics"
"291134","mkrj4oEPgxU","",159,71,"positive","ENVIRONMENT","negative","diplomacy"
"291135","mkw3flvJwwk","",133,146,"negative","ENVIRONMENT","negative","society"
"291136","mky5fFRijnI","",171,218,"negative","INSTITUTIONS","disgust","society"
"291141","mkyf7LKcYoA","LC",NA,NA,NA,NA,NA,NA
"291142","ml8XZ8s36Zw","",40,10,"positive","CULTURE","joy","economy"
"291143","mlCjy52h0hc","",NA,NA,NA,NA,NA,NA
"291152","mlEG9rXwNIs","C",9,35,"negative","LAW_AND_ORDER","fear","society"
"291154","mlQu-Bw8F3s","",NA,NA,NA,NA,NA,NA
"291155","mlSRMQCnY1g","",NA,NA,NA,NA,NA,NA
"291156","mlTc8eXe6Js","C",141,69,"positive","VALUES","sadness","society"
"291157","mlX1VI_HPb8","",55,39,"positive","URBAN","joy","society"
"291158","mleQVO1Vd1I","",NA,NA,NA,NA,NA,NA
"291161","mllxZPw0BOs","",NA,NA,NA,NA,NA,NA
"291162","mln2SymT73s","",NA,NA,NA,NA,NA,NA
"291163","mlp2mQTEVtQ","",19,19,"positive","ENVIRONMENT","disgust","society"
"291169","mlpIWG2EICQ","C",55,20,"positive","INSTITUTIONS","anger","politics"
"291178","mltHWbZHbyE","",NA,NA,NA,NA,NA,NA
"291179","mluSooTmQ5c","",93,118,"negative","ECONOMY","positive","economy"
"291180","mlvo4ioB5P0","L",35,73,"negative","INSTITUTIONS","fear","politics"
"291181","mlxLX8Fto_A","",106,67,"positive","ECONOMY","sadness","economy"
"291192","mm0Y3ym-JUg","",352,77,"positive","CULTURE","joy","society"
"291193","mm8F_IFK1v8","",NA,NA,NA,NA,NA,NA
"291197","mm8asJxdcds","C",294,169,"positive","VALUES","positive","politics"
"291202","mmKyefaAjrU","",39,10,"positive","URBAN","negative","economy"
"291203","mmWg9SO13IY","L",NA,NA,NA,NA,NA,NA
"291204","mmaoPxbtuHQ","",132,86,"positive","INSTITUTIONS","joy","military"
"291210","mmcOtwiYuxk","",54,10,"positive","RURAL","surprise","society"
"291212","mmcdkb2CcdE","",132,161,"negative","URBAN","joy","society"
"291215","mmebQGrDtvY","",NA,NA,NA,NA,NA,NA
"291216","mmfo9qRuVgg","",NA,NA,NA,NA,NA,NA
"291219","mmht7D3QVo4","",NA,NA,NA,NA,NA,NA
"291220","mmjbfq1dUA4","LC",57,42,"positive","VALUES","joy","politics"
"291221","mmld5nmNnm0","LC",29,68,"negative","CULTURE","fear","military"
"291223","mmlyHMLeo1o","",NA,NA,NA,NA,NA,NA
"291224","mmsasEoupO4","",NA,NA,NA,NA,NA,NA
"291226","mmun9MkWD1A","LC",42,11,"positive","VALUES","joy","politics"
"291227","mmyrbKBZ6SU","",NA,NA,NA,NA,NA,NA
"291231","mn6650M3M-U","",NA,NA,NA,NA,NA,NA
"291244","mn9qDeBzdJU","LC",142,60,"positive","CULTURE","surprise","economy"
"291247","mnH-c6ABhQY","LC",NA,NA,NA,NA,NA,NA
"291248","mn_XEoK-9TI","",NA,NA,NA,NA,NA,NA
"291249","mn_gFPUfnaI","",NA,NA,NA,NA,NA,NA
"291250","mnb7u8UTePM","",47,18,"positive","GROUPS","joy","military"
"291251","mngk3K6rkJk","",NA,NA,NA,NA,NA,NA
"291252","mnjF3_Msb5c","",7,12,"negative","GROUPS","joy","military"
"291254","mnmHQ5Oe-tY","L",NA,NA,NA,NA,NA,NA
"291255","mnnLwEJlN1c","",NA,NA,NA,NA,NA,NA
"291256","mo-YL-lv3RY","",293,150,"positive","VALUES","fear","politics"
"291259","mo15mRDAO50","",NA,NA,NA,NA,NA,NA
"291260","mo25C4Hd-KI","",26,2,"positive","VALUES","positive","politics"
"291263","moBOuOm5xF0","",NA,NA,NA,NA,NA,NA
"291264","moDZtmhniHE","C",23,9,"positive","INSTITUTIONS","joy","politics"
"291270","moDh-LjgUbo","",NA,NA,NA,NA,NA,NA
"291271","moIOVVEIffQ","",680,123,"positive","GROUPS","joy","society"
"291280","moKG0RQNiqM","",NA,NA,NA,NA,NA,NA
"291291","moPIMkwGGbY","",NA,NA,NA,NA,NA,NA
"291292","moR0EQWPQMw","",NA,NA,NA,NA,NA,NA
"291293","moby0r4XzCU","LC",NA,NA,NA,NA,NA,NA
"291296","modPonPyQ6E","",NA,NA,NA,NA,NA,NA
"291297","moeHLpKn680","",NA,NA,NA,NA,NA,NA
"291312","mojMQgiN6Rk","L",NA,NA,NA,NA,NA,NA
"291318","mongL_2KMGg","",NA,NA,NA,NA,NA,NA
"291320","movnb5iX4s8","L",66,69,"negative","RURAL","fear","society"
"291321","moxu_uTemNg","LC",NA,NA,NA,NA,NA,NA
"291322","mp0KToAy2qo","",NA,NA,NA,NA,NA,NA
"291323","mp2681a91NM","",33,16,"positive","URBAN","joy","economy"
"291326","mpHCKqjiXms","",NA,NA,NA,NA,NA,NA
"291327","mpKEfodEJfQ","LC",NA,NA,NA,NA,NA,NA
"291329","mpQAsB1ECXo","C",NA,NA,NA,NA,NA,NA
"291330","mpQudWIsU_8","LC",46,55,"negative","ENVIRONMENT","sadness","politics"
"291332","mpftruRcfH8","",NA,NA,NA,NA,NA,NA
"291333","mpgAVE4UwFw","",NA,NA,NA,NA,NA,NA
"291336","mpjWXHr882s","",NA,NA,NA,NA,NA,NA
"291337","mpljr8_AcJM","",2,21,"negative","VALUES","joy","politics"
"291338","mpqH9SDy-0o","",355,348,"positive","LAW_AND_ORDER","negative","society"
"291339","mpqtq0OVcS0","",NA,NA,NA,NA,NA,NA
"291340","mps4RM04J9U","",782,604,"positive","INSTITUTIONS","sadness","politics"
"291349","mpuf-N66CGI","",89,58,"positive","ECONOMY","sadness","economy"
"291350","mpv4UO86uyo","L",155,110,"positive","RURAL","fear","military"
"291356","mq5ujRh_5fA","",222,83,"positive","RURAL","negative","military"
"291357","mqJECaYZ7o0","C",NA,NA,NA,NA,NA,NA
"291358","mqS0W-4Ulks","",13,3,"positive","CULTURE","joy","society"
"291359","mqUknYeUkPs","R",52,18,"positive","INSTITUTIONS","trust","diplomacy"
"291360","mqYJrbmVS0Y","",331,111,"positive","RURAL","joy","military"
"291361","mqe8A_dAEs4","",NA,NA,NA,NA,NA,NA
"291363","mqgR1wSrl14","",63,27,"positive","CULTURE","joy","economy"
"291364","mqsQAwAnXLo","",142,49,"positive","VALUES","joy","politics"
"291365","mqsYSDcjbqc","LC",NA,NA,NA,NA,NA,NA
"291367","mqt4Ycpp3Ow","C",NA,NA,NA,NA,NA,NA
"291368","mqtSEosZhuQ","",83,18,"positive","GROUPS","joy","society"
"291369","mqvkIPBnqqs","L",98,18,"positive","URBAN","surprise","diplomacy"
"291372","mqxXLsRboDQ","",NA,NA,NA,NA,NA,NA
"291375","mqyREFE_bWs","",70,37,"positive","CULTURE","anticipation","diplomacy"
"291380","mr-GTFBnY8o","",NA,NA,NA,NA,NA,NA
"291382","mr039xnco-8","",83,26,"positive","ECONOMY","trust","politics"
"291386","mr4BGwRpTNA","",NA,NA,NA,NA,NA,NA
"291387","mr68goQ1d0s","C",65,18,"positive","VALUES","positive","society"
"291389","mr9kK0_7x08","",266,39,"positive","ENVIRONMENT","anticipation","military"
"291390","mrACrZQ_Ilo","",NA,NA,NA,NA,NA,NA
"291391","mrBJR3AbykU","",NA,NA,NA,NA,NA,NA
"291392","mrCHpYYtxqs","LC",2,8,"negative","LAW_AND_ORDER","negative","society"
"291394","mrNOYudaMAc","L",NA,NA,NA,NA,NA,NA
"291396","mrQWIhigbaY","",NA,NA,NA,NA,NA,NA
"291398","mrSNnHxj7mA","",NA,NA,NA,NA,NA,NA
"291400","mrUtKBDE0So","",NA,NA,NA,NA,NA,NA
"291401","mr_czMxFy1E","",NA,NA,NA,NA,NA,NA
"291402","mrgN-tvg53I","",NA,NA,NA,NA,NA,NA
"291404","mrgx9Vy9fMY","",157,56,"positive","CULTURE","disgust","society"
"291406","mriYyuDmB58","L",60,10,"positive","CULTURE","joy","society"
"291412","mrq_-49zHXw","LC",32,4,"positive","CULTURE","joy","society"
"291416","mrvY94MzS2I","",NA,NA,NA,NA,NA,NA
"291417","mry56PE6uZY","LC",NA,NA,NA,NA,NA,NA
"291419","ms0oWFjkudk","",56,29,"positive","RURAL","negative","military"
"291420","ms1NC8BeN3s","",NA,NA,NA,NA,NA,NA
"291421","ms8nkQ38A7g","",87,36,"positive","GROUPS","joy","society"
"291444","msAGw_yXDe0","C",48,22,"positive","VALUES","joy","politics"
"291447","msDu6Apk2ig","LC",87,26,"positive","CULTURE","anticipation","economy"
"291448","msN1mPdGonI","",77,41,"positive","ECONOMY","positive","politics"
"291449","msNCdAjCaYs","",1154,131,"positive","ECONOMY","trust","politics"
"291450","msQLQBBz54s","",41,26,"positive","URBAN","negative","society"
"291451","msVuCEs8Ydo","LC",51,34,"positive","URBAN","anticipation","diplomacy"
"291452","msaapeDvV5Y","L",NA,NA,NA,NA,NA,NA
"291453","msbcv6lqQYg","C",75,56,"positive","VALUES","joy","society"
"291454","msirQwvF--o","LC",NA,NA,NA,NA,NA,NA
"291455","msjLbUkGGOw","",NA,NA,NA,NA,NA,NA
"291456","msmkg08qchY","LC",NA,NA,NA,NA,NA,NA
"291457","mss3Busj5qk","",NA,NA,NA,NA,NA,NA
"291458","mstud6-9ZkE","",280,135,"positive","URBAN","surprise","diplomacy"
"291465","msy7oXdkp_w","",151,84,"positive","GROUPS","disgust","society"
"291466","mt0as7x-kfs","",NA,NA,NA,NA,NA,NA
"291467","mt8bHqYQVng","",NA,NA,NA,NA,NA,NA
"291468","mtEClycW1dA","L",NA,NA,NA,NA,NA,NA
"291469","mtH9B7sPG0E","",89,42,"positive","URBAN","sadness","society"
"291472","mtUlRYXJ0vI","C",76,51,"positive","VALUES","anger","politics"
"291481","mtUtZsbclDc","",NA,NA,NA,NA,NA,NA
"291482","mtXfzd53wRQ","",440,204,"positive","ECONOMY","trust","economy"
"291483","mtje_lPUtK0","LC",NA,NA,NA,NA,NA,NA
"291484","mtm9VOKKPpA","",25,21,"positive","GROUPS","joy","military"
"291485","mtqwlEaoWFY","",23,53,"negative","CULTURE","joy","economy"
"291486","mtv75l1Iq3w","C",8,22,"negative","LAW_AND_ORDER","anger","politics"
"291488","mtyRSpRI31U","",279,72,"positive","VALUES","positive","economy"
"291490","mu2K7BXhACE","",66,40,"positive","CULTURE","anticipation","diplomacy"
"291492","mu2lKmR5j1c","LC",31,35,"negative","ECONOMY","sadness","economy"
"291494","mu4QBTjDhL0","",NA,NA,NA,NA,NA,NA
"291495","mu4Uki8VyLc","C",160,90,"positive","VALUES","sadness","society"
"291496","muE-O7zKEkI","",NA,NA,NA,NA,NA,NA
"291497","muGLx9VYS08","",NA,NA,NA,NA,NA,NA
"291498","muHLCw16cb8","",NA,NA,NA,NA,NA,NA
"291502","muHRZ5U8XIQ","LC",105,92,"positive","URBAN","joy","society"
"291503","muJ6hsZSJ8Q","",227,181,"positive","LAW_AND_ORDER","negative","military"
"291508","muLAYEoGQZY","",51,13,"positive","GROUPS","joy","society"
"291509","muT7G-62ZC4","",NA,NA,NA,NA,NA,NA
"291510","muTegzVhooc","RC",NA,NA,NA,NA,NA,NA
"291514","muUkIimflSE","",NA,NA,NA,NA,NA,NA
"291515","muYngxZPnaE","",NA,NA,NA,NA,NA,NA
"291516","mufpOyoFrrg","LC",1369,593,"positive","CULTURE","trust","politics"
"291518","mui2fG2AI5I","",31,13,"positive","ENVIRONMENT","disgust","diplomacy"
"291519","muj-GuD18_I","",NA,NA,NA,NA,NA,NA
"291520","mulkIGbEfDc","",NA,NA,NA,NA,NA,NA
"291547","mulnsAUn0Ig","",NA,NA,NA,NA,NA,NA
"291548","mum2YYIhP-0","",493,226,"positive","GROUPS","joy","economy"
"291549","muphM9wz2yY","",NA,NA,NA,NA,NA,NA
"291551","mutpYD0Amfk","LC",NA,NA,NA,NA,NA,NA
"291554","mvA9gs5gxNY","",25,27,"negative","ENVIRONMENT","disgust","diplomacy"
"291601","mvFZjB7xUpY","",259,109,"positive","GROUPS","disgust","military"
"291607","mvHEUwhOU4I","RC",NA,NA,NA,NA,NA,NA
"291608","mvK5MQTZXis","C",86,47,"positive","INSTITUTIONS","sadness","politics"
"291610","mvL5HKyw0zs","LC",110,81,"positive","INSTITUTIONS","sadness","economy"
"291621","mvOzAB8j5Eg","",122,99,"positive","ENVIRONMENT","anticipation","society"
"291622","mvTp0A7Zllg","",509,172,"positive","URBAN","surprise","society"
"291626","mvUwLmOoTrA","",NA,NA,NA,NA,NA,NA
"291628","mvY7VtKvf7o","",199,39,"positive","ENVIRONMENT","disgust","diplomacy"
"291630","mvfjjQsCB0o","",NA,NA,NA,NA,NA,NA
"291632","mvi4wTwEfIw","R",NA,NA,NA,NA,NA,NA
"291635","mviTS_cIWXg","",91,43,"positive","ECONOMY","sadness","economy"
"291636","mvmMzvoWRQw","LC",74,14,"positive","GROUPS","joy","society"
"291637","mvnqimcb9sk","",115,45,"positive","VALUES","negative","society"
"291638","mvo7DfGlDVw","L",NA,NA,NA,NA,NA,NA
"291646","mvsw-kze3QU","",538,197,"positive","CULTURE","joy","economy"
"291647","mw-c_5CY0B4","",127,35,"positive","CULTURE","joy","economy"
"291650","mw-kWIs0-Nk","",NA,NA,NA,NA,NA,NA
"291654","mw1VPl_JYdo","",NA,NA,NA,NA,NA,NA
"291672","mw2IQ2yRbEc","",35,16,"positive","GROUPS","anger","society"
"291673","mwDVayzR258","LC",256,48,"positive","ECONOMY","negative","economy"
"291674","mwHrmMnAYLo","",227,122,"positive","ENVIRONMENT","sadness","society"
"291675","mwVaRPRkBCA","",NA,NA,NA,NA,NA,NA
"291676","mwXclJkN9lI","L",NA,NA,NA,NA,NA,NA
"291679","mwjNgtRvU7g","",NA,NA,NA,NA,NA,NA
"291680","mwpd13urFog","",219,74,"positive","URBAN","surprise","diplomacy"
"291681","mwpzTnLC8BY","",92,214,"negative","ENVIRONMENT","anger","military"
"291682","mws-KA0hjs8","",179,31,"positive","RURAL","surprise","society"
"291683","mws7_hMvTxA","",NA,NA,NA,NA,NA,NA
"291685","mx--ce4vqSI","",NA,NA,NA,NA,NA,NA
"291688","mx2A1bBgt9k","",NA,NA,NA,NA,NA,NA
"291689","mx4r-OSTiCI","",NA,NA,NA,NA,NA,NA
"291690","mx5aJGUXCCk","",122,151,"negative","ENVIRONMENT","fear","diplomacy"
"291691","mx6MzHYzEfY","",12,5,"positive","URBAN","joy","society"
"291692","mx6qhoJ1XLc","LC",NA,NA,NA,NA,NA,NA
"291693","mx8KuaHW9lE","LC",60,9,"positive","ECONOMY","trust","politics"
"291695","mxFcp8K0ovI","LC",NA,NA,NA,NA,NA,NA
"291697","mxH7h9OvyeM","",577,416,"positive","GROUPS","sadness","economy"
"291699","mxJ99xu-B7g","",90,57,"positive","VALUES","negative","economy"
"291700","mxLMxIWGpdk","LC",NA,NA,NA,NA,NA,NA
"291712","mxMa-Etpmug","",2,3,"negative","ECONOMY","trust","politics"
"291713","mxNPpte_6m4","",NA,NA,NA,NA,NA,NA
"291717","mxPQBIu_Hro","",NA,NA,NA,NA,NA,NA
"291718","mxZF6Sz_P3k","",123,247,"negative","LAW_AND_ORDER","fear","military"
"291736","mxa43H8m034","",669,660,"positive","VALUES","sadness","society"
"291737","mxeIhMy-Ctc","",NA,NA,NA,NA,NA,NA
"291739","mxhAlHccpgA","",6,3,"positive","CULTURE","joy","society"
"291740","mxhxL1LzKww","",NA,NA,NA,NA,NA,NA
"291742","mxs67JqXoOQ","",367,188,"positive","VALUES","positive","society"
"291743","mxwgwD5O6_Q","LC",78,37,"positive","GROUPS","anticipation","society"
"291744","mxxl5I0B7bg","",194,165,"positive","ENVIRONMENT","disgust","society"
"291748","myINKK6uEHE","",604,185,"positive","URBAN","joy","society"
"291751","myQ2wVQxHNE","C",NA,NA,NA,NA,NA,NA
"291754","myXB74CONsE","",NA,NA,NA,NA,NA,NA
"291755","my_NHiJ2guA","",NA,NA,NA,NA,NA,NA
"291756","myaGp3vt78Y","",NA,NA,NA,NA,NA,NA
"291759","myb8GxLLpT0","LC",18,17,"positive","INSTITUTIONS","anger","politics"
"291762","myh94hpFmJY","",63,130,"negative","ENVIRONMENT","disgust","diplomacy"
"291764","myjXK3J81oU","L",NA,NA,NA,NA,NA,NA
"291768","mypgWmryWrI","",195,61,"positive","RURAL","anticipation","military"
"291769","myr5JxC4b_I","",NA,NA,NA,NA,NA,NA
"291770","mysXBZRiqA0","",72,12,"positive","CULTURE","joy","economy"
"291771","mywnPddVYHY","LC",80,28,"positive","INSTITUTIONS","trust","politics"
